"","year","country_sector","country","sector","ecp","CO2"
"30865",2021,"Ghana (GHA) Household final consumption P.3h","Ghana","Household final consumption P.3h",0,5496.72409654644
"30866",2021,"Ghana (GHA) Non-profit institutions serving households P.3n","Ghana","Non-profit institutions serving households P.3n",NA,0
"30867",2021,"Ghana (GHA) Government final consumption P.3g","Ghana","Government final consumption P.3g",NA,0
"30868",2021,"Ghana (GHA) Gross fixed capital formation P.51","Ghana","Gross fixed capital formation P.51",NA,0
"30869",2021,"Ghana (GHA) Changes in inventories P.52","Ghana","Changes in inventories P.52",NA,0
"30870",2021,"Ghana (GHA) Acquisitions less disposals of valuables P.53","Ghana","Acquisitions less disposals of valuables P.53",NA,0
"30871",2021,"Guinea (GIN) Household final consumption P.3h","Guinea","Household final consumption P.3h",0,1002.37205349914
"30872",2021,"Guinea (GIN) Non-profit institutions serving households P.3n","Guinea","Non-profit institutions serving households P.3n",NA,0
"30873",2021,"Guinea (GIN) Government final consumption P.3g","Guinea","Government final consumption P.3g",NA,0
"30874",2021,"Guinea (GIN) Gross fixed capital formation P.51","Guinea","Gross fixed capital formation P.51",NA,0
"30875",2021,"Guinea (GIN) Changes in inventories P.52","Guinea","Changes in inventories P.52",NA,0
"30876",2021,"Guinea (GIN) Acquisitions less disposals of valuables P.53","Guinea","Acquisitions less disposals of valuables P.53",NA,0
"30877",2021,"Gambia (GMB) Household final consumption P.3h","Gambia","Household final consumption P.3h",0,196.551101624105
"30878",2021,"Gambia (GMB) Non-profit institutions serving households P.3n","Gambia","Non-profit institutions serving households P.3n",NA,0
"30879",2021,"Gambia (GMB) Government final consumption P.3g","Gambia","Government final consumption P.3g",NA,0
"30880",2021,"Gambia (GMB) Gross fixed capital formation P.51","Gambia","Gross fixed capital formation P.51",NA,0
"30881",2021,"Gambia (GMB) Changes in inventories P.52","Gambia","Changes in inventories P.52",NA,0
"30882",2021,"Gambia (GMB) Acquisitions less disposals of valuables P.53","Gambia","Acquisitions less disposals of valuables P.53",NA,0
"30883",2021,"Equatorial Guinea (GNQ) Household final consumption P.3h","Equatorial Guinea","Household final consumption P.3h",0,474.015632681301
"30884",2021,"Equatorial Guinea (GNQ) Non-profit institutions serving households P.3n","Equatorial Guinea","Non-profit institutions serving households P.3n",NA,0
"30885",2021,"Equatorial Guinea (GNQ) Government final consumption P.3g","Equatorial Guinea","Government final consumption P.3g",NA,0
"30886",2021,"Equatorial Guinea (GNQ) Gross fixed capital formation P.51","Equatorial Guinea","Gross fixed capital formation P.51",NA,0
"30887",2021,"Equatorial Guinea (GNQ) Changes in inventories P.52","Equatorial Guinea","Changes in inventories P.52",NA,0
"30888",2021,"Equatorial Guinea (GNQ) Acquisitions less disposals of valuables P.53","Equatorial Guinea","Acquisitions less disposals of valuables P.53",NA,0
"30889",2021,"Greece (GRC) Household final consumption P.3h","Greece","Household final consumption P.3h",0,15405.8088423488
"30890",2021,"Greece (GRC) Non-profit institutions serving households P.3n","Greece","Non-profit institutions serving households P.3n",NA,0
"30891",2021,"Greece (GRC) Government final consumption P.3g","Greece","Government final consumption P.3g",NA,0
"30892",2021,"Greece (GRC) Gross fixed capital formation P.51","Greece","Gross fixed capital formation P.51",NA,0
"30893",2021,"Greece (GRC) Changes in inventories P.52","Greece","Changes in inventories P.52",NA,0
"30894",2021,"Greece (GRC) Acquisitions less disposals of valuables P.53","Greece","Acquisitions less disposals of valuables P.53",NA,0
"30895",2021,"Guatemala (GTM) Household final consumption P.3h","Guatemala","Household final consumption P.3h",0,3256.9231452142
"30896",2021,"Guatemala (GTM) Non-profit institutions serving households P.3n","Guatemala","Non-profit institutions serving households P.3n",NA,0
"30897",2021,"Guatemala (GTM) Government final consumption P.3g","Guatemala","Government final consumption P.3g",NA,0
"30898",2021,"Guatemala (GTM) Gross fixed capital formation P.51","Guatemala","Gross fixed capital formation P.51",NA,0
"30899",2021,"Guatemala (GTM) Changes in inventories P.52","Guatemala","Changes in inventories P.52",NA,0
"30900",2021,"Guatemala (GTM) Acquisitions less disposals of valuables P.53","Guatemala","Acquisitions less disposals of valuables P.53",NA,0
"30901",2021,"Honduras (HND) Household final consumption P.3h","Honduras","Household final consumption P.3h",0,1287.78365757709
"30902",2021,"Honduras (HND) Non-profit institutions serving households P.3n","Honduras","Non-profit institutions serving households P.3n",NA,0
"30903",2021,"Honduras (HND) Government final consumption P.3g","Honduras","Government final consumption P.3g",NA,0
"30904",2021,"Honduras (HND) Gross fixed capital formation P.51","Honduras","Gross fixed capital formation P.51",NA,0
"30905",2021,"Honduras (HND) Changes in inventories P.52","Honduras","Changes in inventories P.52",NA,0
"30906",2021,"Honduras (HND) Acquisitions less disposals of valuables P.53","Honduras","Acquisitions less disposals of valuables P.53",NA,0
"30907",2021,"Hong Kong (HKG) Household final consumption P.3h","Hong Kong","Household final consumption P.3h",0,5266.77645002627
"30908",2021,"Hong Kong (HKG) Non-profit institutions serving households P.3n","Hong Kong","Non-profit institutions serving households P.3n",NA,0
"30909",2021,"Hong Kong (HKG) Government final consumption P.3g","Hong Kong","Government final consumption P.3g",NA,0
"30910",2021,"Hong Kong (HKG) Gross fixed capital formation P.51","Hong Kong","Gross fixed capital formation P.51",NA,0
"30911",2021,"Hong Kong (HKG) Changes in inventories P.52","Hong Kong","Changes in inventories P.52",NA,0
"30912",2021,"Hong Kong (HKG) Acquisitions less disposals of valuables P.53","Hong Kong","Acquisitions less disposals of valuables P.53",NA,0
"30913",2021,"Croatia (HRV) Household final consumption P.3h","Croatia","Household final consumption P.3h",0,7565.61880640817
"30914",2021,"Croatia (HRV) Non-profit institutions serving households P.3n","Croatia","Non-profit institutions serving households P.3n",NA,0
"30915",2021,"Croatia (HRV) Government final consumption P.3g","Croatia","Government final consumption P.3g",NA,0
"30916",2021,"Croatia (HRV) Gross fixed capital formation P.51","Croatia","Gross fixed capital formation P.51",NA,0
"30917",2021,"Croatia (HRV) Changes in inventories P.52","Croatia","Changes in inventories P.52",NA,0
"30918",2021,"Croatia (HRV) Acquisitions less disposals of valuables P.53","Croatia","Acquisitions less disposals of valuables P.53",NA,0
"30919",2021,"Haiti (HTI) Household final consumption P.3h","Haiti","Household final consumption P.3h",0,796.259093435553
"30920",2021,"Haiti (HTI) Non-profit institutions serving households P.3n","Haiti","Non-profit institutions serving households P.3n",NA,0
"30921",2021,"Haiti (HTI) Government final consumption P.3g","Haiti","Government final consumption P.3g",NA,0
"30922",2021,"Haiti (HTI) Gross fixed capital formation P.51","Haiti","Gross fixed capital formation P.51",NA,0
"30923",2021,"Haiti (HTI) Changes in inventories P.52","Haiti","Changes in inventories P.52",NA,0
"30924",2021,"Haiti (HTI) Acquisitions less disposals of valuables P.53","Haiti","Acquisitions less disposals of valuables P.53",NA,0
"30925",2021,"Hungary (HUN) Household final consumption P.3h","Hungary","Household final consumption P.3h",0,22283.219928357
"30926",2021,"Hungary (HUN) Non-profit institutions serving households P.3n","Hungary","Non-profit institutions serving households P.3n",NA,0
"30927",2021,"Hungary (HUN) Government final consumption P.3g","Hungary","Government final consumption P.3g",NA,0
"30928",2021,"Hungary (HUN) Gross fixed capital formation P.51","Hungary","Gross fixed capital formation P.51",NA,0
"30929",2021,"Hungary (HUN) Changes in inventories P.52","Hungary","Changes in inventories P.52",NA,0
"30930",2021,"Hungary (HUN) Acquisitions less disposals of valuables P.53","Hungary","Acquisitions less disposals of valuables P.53",NA,0
"30931",2021,"Indonesia (IDN) Household final consumption P.3h","Indonesia","Household final consumption P.3h",0,73203.6598658458
"30932",2021,"Indonesia (IDN) Non-profit institutions serving households P.3n","Indonesia","Non-profit institutions serving households P.3n",NA,0
"30933",2021,"Indonesia (IDN) Government final consumption P.3g","Indonesia","Government final consumption P.3g",NA,0
"30934",2021,"Indonesia (IDN) Gross fixed capital formation P.51","Indonesia","Gross fixed capital formation P.51",NA,0
"30935",2021,"Indonesia (IDN) Changes in inventories P.52","Indonesia","Changes in inventories P.52",NA,0
"30936",2021,"Indonesia (IDN) Acquisitions less disposals of valuables P.53","Indonesia","Acquisitions less disposals of valuables P.53",NA,0
"30937",2021,"India (IND) Household final consumption P.3h","India","Household final consumption P.3h",0,249799.393578187
"30938",2021,"India (IND) Non-profit institutions serving households P.3n","India","Non-profit institutions serving households P.3n",NA,0
"30939",2021,"India (IND) Government final consumption P.3g","India","Government final consumption P.3g",NA,0
"30940",2021,"India (IND) Gross fixed capital formation P.51","India","Gross fixed capital formation P.51",NA,0
"30941",2021,"India (IND) Changes in inventories P.52","India","Changes in inventories P.52",NA,0
"30942",2021,"India (IND) Acquisitions less disposals of valuables P.53","India","Acquisitions less disposals of valuables P.53",NA,0
"30943",2021,"Ireland (IRL) Household final consumption P.3h","Ireland","Household final consumption P.3h",34.5296740742075,16733.6006115239
"30944",2021,"Ireland (IRL) Non-profit institutions serving households P.3n","Ireland","Non-profit institutions serving households P.3n",NA,0
"30945",2021,"Ireland (IRL) Government final consumption P.3g","Ireland","Government final consumption P.3g",NA,0
"30946",2021,"Ireland (IRL) Gross fixed capital formation P.51","Ireland","Gross fixed capital formation P.51",NA,0
"30947",2021,"Ireland (IRL) Changes in inventories P.52","Ireland","Changes in inventories P.52",NA,0
"30948",2021,"Ireland (IRL) Acquisitions less disposals of valuables P.53","Ireland","Acquisitions less disposals of valuables P.53",NA,0
"30949",2021,"Iran (IRN) Household final consumption P.3h","Iran","Household final consumption P.3h",0,229514.567249362
"30950",2021,"Iran (IRN) Non-profit institutions serving households P.3n","Iran","Non-profit institutions serving households P.3n",NA,0
"30951",2021,"Iran (IRN) Government final consumption P.3g","Iran","Government final consumption P.3g",NA,0
"30952",2021,"Iran (IRN) Gross fixed capital formation P.51","Iran","Gross fixed capital formation P.51",NA,0
"30953",2021,"Iran (IRN) Changes in inventories P.52","Iran","Changes in inventories P.52",NA,0
"30954",2021,"Iran (IRN) Acquisitions less disposals of valuables P.53","Iran","Acquisitions less disposals of valuables P.53",NA,0
"30955",2021,"Iraq (IRQ) Household final consumption P.3h","Iraq","Household final consumption P.3h",0,17640.5857217416
"30956",2021,"Iraq (IRQ) Non-profit institutions serving households P.3n","Iraq","Non-profit institutions serving households P.3n",NA,0
"30957",2021,"Iraq (IRQ) Government final consumption P.3g","Iraq","Government final consumption P.3g",NA,0
"30958",2021,"Iraq (IRQ) Gross fixed capital formation P.51","Iraq","Gross fixed capital formation P.51",NA,0
"30959",2021,"Iraq (IRQ) Changes in inventories P.52","Iraq","Changes in inventories P.52",NA,0
"30960",2021,"Iraq (IRQ) Acquisitions less disposals of valuables P.53","Iraq","Acquisitions less disposals of valuables P.53",NA,0
"30961",2021,"Iceland (ISL) Household final consumption P.3h","Iceland","Household final consumption P.3h",29.7835902145888,739.071995203453
"30962",2021,"Iceland (ISL) Non-profit institutions serving households P.3n","Iceland","Non-profit institutions serving households P.3n",NA,0
"30963",2021,"Iceland (ISL) Government final consumption P.3g","Iceland","Government final consumption P.3g",NA,0
"30964",2021,"Iceland (ISL) Gross fixed capital formation P.51","Iceland","Gross fixed capital formation P.51",NA,0
"30965",2021,"Iceland (ISL) Changes in inventories P.52","Iceland","Changes in inventories P.52",NA,0
"30966",2021,"Iceland (ISL) Acquisitions less disposals of valuables P.53","Iceland","Acquisitions less disposals of valuables P.53",NA,0
"30967",2021,"Israel (ISR) Household final consumption P.3h","Israel","Household final consumption P.3h",0,11912.9981631375
"30968",2021,"Israel (ISR) Non-profit institutions serving households P.3n","Israel","Non-profit institutions serving households P.3n",NA,0
"30969",2021,"Israel (ISR) Government final consumption P.3g","Israel","Government final consumption P.3g",NA,0
"30970",2021,"Israel (ISR) Gross fixed capital formation P.51","Israel","Gross fixed capital formation P.51",NA,0
"30971",2021,"Israel (ISR) Changes in inventories P.52","Israel","Changes in inventories P.52",NA,0
"30972",2021,"Israel (ISR) Acquisitions less disposals of valuables P.53","Israel","Acquisitions less disposals of valuables P.53",NA,0
"30973",2021,"Italy (ITA) Household final consumption P.3h","Italy","Household final consumption P.3h",0,144318.845975128
"30974",2021,"Italy (ITA) Non-profit institutions serving households P.3n","Italy","Non-profit institutions serving households P.3n",NA,0
"30975",2021,"Italy (ITA) Government final consumption P.3g","Italy","Government final consumption P.3g",NA,0
"30976",2021,"Italy (ITA) Gross fixed capital formation P.51","Italy","Gross fixed capital formation P.51",NA,0
"30977",2021,"Italy (ITA) Changes in inventories P.52","Italy","Changes in inventories P.52",NA,0
"30978",2021,"Italy (ITA) Acquisitions less disposals of valuables P.53","Italy","Acquisitions less disposals of valuables P.53",NA,0
